P101,MV101,FIT101,LIT101
1,1,0,820.696655
1,1,0,820.775146
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.1677
1,1,0,820.892944
1,1,0,821.207
1,1,0,821.0892
1,1,0,821.0892
1,1,0,820.971436
1,1,0,820.814453
1,1,0,820.5789
1,1,0,820.1864
1,1,0,820.0686
1,1,0,820.304138
1,1,0,820.2649
1,1,0,820.618164
1,1,0,820.4219
1,1,0,820.5004
1,1,0,820.225647
1,1,0,819.9901
1,1,0,819.8724
1,1,0,819.8724
1,1,0,819.5976
1,1,0,819.5976
1,1,0,819.440552
1,1,0,819.715332
1,1,0,819.5976
1,1,0,819.636841
1,1,0,819.6761
1,1,0,819.8331
1,1,0,819.8331
1,1,0,819.636841
1,1,0,820.107849
1,1,0,819.9901
1,1,0,820.107849
1,1,0,820.107849
1,1,0,820.1864
1,1,0,820.4219
1,1,0,820.3826
1,1,0,820.4219
1,1,0,820.4219
1,1,0,820.618164
1,1,0,820.4611
1,1,0,820.4611
1,1,0,820.696655
1,1,0,820.814453
1,1,0,820.892944
1,1,0,820.618164
1,1,0,820.618164
1,1,0,821.0499
1,1,0,820.814453
1,1,0,820.8537
1,1,0,820.618164
1,1,0,820.6574
1,1,0,820.8537
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.285461
1,1,0,821.1677
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.207
1,1,0,821.0107
1,1,0,820.814453
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.560242
1,1,0,821.4032
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.363953
1,1,0,820.971436
1,1,0,820.971436
1,1,0,820.8537
1,1,0,820.775146
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.678
1,1,0,821.4817
1,1,0,821.4817
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.2462
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.4817
1,1,0,821.0892
1,1,0,821.2462
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.638733
1,1,0,821.5995
1,1,0,821.442444
1,1,0,821.442444
1,1,0,821.560242
1,1,0,821.5995
1,1,0,821.5995
1,1,0,821.2462
1,1,0,821.0499
1,1,0,821.1677
1,1,0,821.1677
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.4611
1,1,0,820.4219
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.5789
1,1,0,820.4219
1,1,0,820.5789
1,1,0,819.9901
1,1,0,819.9116
1,1,0,820.0686
1,1,0,820.1864
1,1,0,820.1864
1,1,0,820.0686
1,1,0,819.9116
1,1,0,819.8331
1,1,0,819.9116
1,1,0,819.9901
1,1,0,819.9901
1,1,0,819.7938
1,1,0,819.715332
1,1,0,819.479858
1,1,0,819.636841
1,1,0,819.636841
1,1,0,819.5976
1,1,0,819.6761
1,1,0,819.2443
1,1,0,819.3228
1,1,0,819.3228
1,1,0,819.715332
1,1,0,819.715332
1,1,0,819.9901
1,1,0,820.107849
1,1,0,820.3826
1,1,0,820.4219
1,1,0,820.029358
1,1,0,820.107849
1,1,0,820.225647
1,1,0,820.5004
1,1,0,820.618164
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.696655
1,1,0,821.0892
1,1,0,821.0499
1,1,0,821.2462
1,1,0,820.8537
1,1,0,821.207
1,1,0,821.0892
1,1,0,821.0499
1,1,0,820.775146
1,1,0,820.814453
1,1,0,820.814453
1,1,0,820.5789
1,1,0,821.1677
1,1,0,820.775146
1,1,0,820.4611
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.971436
1,1,0,821.0107
1,1,0,821.0892
1,1,0,820.814453
1,1,0,820.814453
1,1,0,821.0107
1,1,0,821.1677
1,1,0,821.0499
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.971436
1,1,0,821.0107
1,1,0,821.0499
1,1,0,820.892944
1,1,0,821.0107
1,1,0,821.0499
1,1,0,821.0107
1,1,0,821.0499
1,1,0,820.814453
1,1,0,821.1677
1,1,0,821.4817
1,1,0,821.4817
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.207
1,1,0,821.0499
1,1,0,820.892944
1,1,0,821.1677
1,1,0,821.0892
1,1,0,820.8537
1,1,0,820.775146
1,1,0,820.618164
1,1,0,820.696655
1,1,0,820.971436
1,1,0,820.892944
1,1,0,820.814453
1,1,0,821.0107
1,1,0,821.0499
1,1,0,820.775146
1,1,0,820.5004
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.4611
1,1,0,820.2649
1,1,0,820.4219
1,1,0,820.775146
1,1,0,820.6574
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.814453
1,1,0,820.814453
1,1,0,821.285461
1,1,0,821.207
1,1,0,821.4817
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.442444
1,1,0,821.1677
1,1,0,820.8537
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.0892
1,1,0,821.0499
1,1,0,820.775146
1,1,0,820.8537
1,1,0,820.5004
1,1,0,820.892944
1,1,0,820.8537
1,1,0,820.775146
1,1,0,820.696655
1,1,0,820.971436
1,1,0,821.1677
1,1,0,821.2462
1,1,0,821.1677
1,1,0,820.971436
1,1,0,820.892944
1,1,0,820.971436
1,1,0,820.775146
1,1,0,820.892944
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.7565
1,1,0,821.5995
1,1,0,821.5995
1,1,0,821.7565
1,1,0,821.4817
1,1,0,821.4817
1,1,0,821.442444
1,1,0,821.2462
1,1,0,821.285461
1,1,0,820.971436
1,1,0,821.1677
1,1,0,821.285461
1,1,0,821.1677
1,1,0,821.1677
1,1,0,821.0107
1,1,0,821.0499
1,1,0,821.0107
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.363953
1,1,0,820.892944
1,1,0,821.1677
1,1,0,820.892944
1,1,0,820.8537
1,1,0,821.0499
1,1,0,821.0892
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.2462
1,1,0,821.285461
1,1,0,821.363953
1,1,0,821.442444
1,1,0,821.5995
1,1,0,821.442444
1,1,0,821.2462
1,1,0,821.0499
1,1,0,821.0499
1,1,0,820.971436
1,1,0,820.971436
1,1,0,821.0892
1,1,0,820.971436
1,1,0,821.0107
1,1,0,820.6574
1,1,0,820.6574
1,1,0,821.1677
1,1,0,821.0892
1,1,0,820.8537
1,1,0,820.775146
1,1,0,820.8537
1,1,0,820.5789
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.696655
1,1,0,820.892944
1,1,0,821.0499
1,1,0,821.363953
1,1,0,821.1677
1,1,0,821.1677
1,1,0,820.892944
1,1,0,821.0107
1,1,0,820.892944
1,1,0,820.971436
1,1,0,820.696655
1,1,0,820.971436
1,1,0,820.6574
1,1,0,821.0499
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.2649
1,1,0,819.9116
1,1,0,820.225647
1,1,0,820.2649
1,1,0,820.2649
1,1,0,820.107849
1,1,0,820.4611
1,1,0,820.2649
1,1,0,819.9901
1,1,0,819.9901
1,1,0,820.107849
1,1,0,820.1864
1,1,0,820.304138
1,1,0,819.9116
1,1,0,819.5976
1,1,0,819.715332
1,1,0,820.1864
1,1,0,820.029358
1,1,0,820.0686
1,1,0,820.029358
1,1,0,819.8724
1,1,0,820.029358
1,1,0,820.4219
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.6574
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.618164
1,1,0,820.6574
1,1,0,821.1677
1,1,0,821.4032
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.0107
1,1,0,821.363953
1,1,0,821.678
1,1,0,821.992
1,1,0,821.835
1,1,0,821.638733
1,1,0,821.4032
1,1,0,821.442444
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.207
1,1,0,821.207
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.207
1,1,0,821.285461
1,1,0,821.0499
1,1,0,820.8537
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.775146
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.1864
1,1,0,820.4611
1,1,0,820.304138
1,1,0,820.304138
1,1,0,820.107849
1,1,0,820.1864
1,1,0,820.304138
1,1,0,820.1864
1,1,0,820.029358
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.4611
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.304138
1,1,0,820.5004
1,1,0,820.5004
1,1,0,820.5004
1,1,0,820.304138
1,1,0,820.225647
1,1,0,820.304138
1,1,0,820.304138
1,1,0,820.4611
1,1,0,820.618164
1,1,0,820.5789
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.4611
1,1,0,820.696655
1,1,0,820.814453
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.618164
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.2649
1,1,0,820.4219
1,1,0,820.4219
1,1,0,820.3826
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.8537
1,1,0,820.618164
1,1,0,820.814453
1,1,0,820.8537
1,1,0,821.207
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.2462
1,1,0,821.4817
1,1,0,821.2462
1,1,0,821.4817
1,1,0,821.560242
1,1,0,821.442444
1,1,0,821.560242
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.560242
1,1,0,821.442444
1,1,0,821.5995
1,1,0,821.4032
1,1,0,821.0499
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.0892
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.638733
1,1,0,821.4817
1,1,0,821.952759
1,1,0,821.560242
1,1,0,821.285461
1,1,0,821.207
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.207
1,1,0,821.207
1,1,0,821.0499
1,1,0,821.0892
1,1,0,821.363953
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.207
1,1,0,820.8537
1,1,0,821.0107
1,1,0,820.971436
1,1,0,821.0499
2,1,0,820.696655
2,1,0,820.814453
2,1,0,820.5789
2,1,0,820.3826
2,1,0,820.5004
2,1,0,820.4611
2,1,0,820.304138
2,1,0,820.304138
2,1,0,820.029358
2,1,0,820.1864
2,1,0,820.3826
2,1,0,820.1864
2,1,0,819.8724
2,1,0,819.7938
2,1,0,819.5191
2,1,0,819.3228
2,1,0,819.1265
2,1,0,818.812561
2,1,0,818.4592
2,1,0,818.223755
2,1,0,818.145264
2,1,0,818.105957
2,1,0,818.0667
2,1,0,817.8705
2,1,0,817.949
2,1,0,817.831238
2,1,0,817.6742
2,1,0,817.43866
2,1,0,817.3209
2,1,0,816.7321
2,1,0,816.3396
2,1,0,815.8686
2,1,0,815.3975
2,1,0,815.0835
2,1,0,814.4162
2,1,0,813.984436
2,1,0,813.5527
2,1,0,813.317139
2,1,0,812.7676
2,1,0,812.2181
2,1,0,811.4723
2,1,0,810.844238
2,1,0,810.2947
2,1,0,809.431152
2,1,0,808.920837
2,1,0,807.8218
2,1,0,807.1545
2,1,0,806.918945
2,1,0,806.1339
2,1,0,805.9376
2,1,0,804.8778
2,1,0,804.132
2,1,0,803.4255
2,1,0,802.444153
2,1,0,801.855347
2,1,0,801.031
2,1,0,800.599243
2,1,0,800.089
2,1,0,799.6179
2,1,0,799.107666
2,1,0,798.2833
2,1,0,797.9693
2,1,0,797.6945
2,1,0,797.537537
2,1,0,796.7525
2,1,0,796.4777
2,1,0,796.281433
2,1,0,795.4179
2,1,0,794.8291
2,1,0,794.5151
2,1,0,794.2403
2,1,0,793.9263
2,1,0,793.612244
2,1,0,793.455261
2,1,0,792.944946
2,1,0,792.4347
2,1,0,792.0814
2,1,0,791.6496
2,1,0,791.6496
2,1,0,791.060852
2,1,0,790.5113
2,1,0,790.0403
2,1,0,789.6477
2,1,0,789.294434
2,1,0,788.4309
2,1,0,788.0384
2,1,0,787.4496
2,1,0,786.9393
2,1,0,786.664551
2,1,0,786.115
2,1,0,785.879456
2,1,0,784.819641
2,1,0,784.74115
2,1,0,783.956055
2,1,0,783.5243
2,1,0,783.2495
2,1,0,782.7785
2,1,0,782.425232
2,1,0,781.8364
2,1,0,781.3654
2,1,0,780.9729
2,1,0,780.227051
2,1,0,779.913
2,1,0,779.599
2,1,0,778.7355
2,1,0,778.7355
2,1,0,777.950439
2,1,0,777.7149
2,1,0,777.1261
2,1,0,776.5373
2,1,0,775.909241
2,1,0,775.399
2,1,0,774.3392
2,1,0,773.946655
2,1,0,773.5541
2,1,0,773.240051
2,1,0,772.965332
2,1,0,772.455
2,1,0,772.023254
2,1,0,771.630737
2,1,0,771.3952
2,1,0,771.0027
2,1,0,770.2569
2,1,0,770.2176
2,1,0,769.8251
2,1,0,769.3933
2,1,0,769.511047
2,1,0,768.883
2,1,0,768.6083
2,1,0,768.097961
2,1,0,767.6662
2,1,0,766.9204
2,1,0,766.7241
2,1,0,766.1353
2,1,0,765.5466
2,1,0,765.2718
2,1,0,764.4867
2,1,0,763.97644
2,1,0,763.191345
2,1,0,762.641846
2,1,0,762.1708
2,1,0,761.22876
2,1,0,761.189453
2,1,0,760.954
2,1,0,759.776367
2,1,0,759.38385
2,1,0,758.795044
2,1,0,758.324036
2,1,0,757.696
2,1,0,757.4212
2,1,0,756.7539
2,1,0,756.4791
2,1,0,756.518433
2,1,0,755.8904
2,1,0,755.380066
2,1,0,754.909058
2,1,0,754.516541
2,1,0,753.809937
2,1,0,753.6137
2,1,0,752.907166
2,1,0,752.514648
2,1,0,752.396851
2,1,0,751.925842
2,1,0,751.4548
2,1,0,751.2193
2,1,0,751.023
2,1,0,750.3557
2,1,0,750.1595
2,1,0,749.413635
2,1,0,748.864136
2,1,0,748.667847
2,1,0,748.1183
2,1,0,747.8828
2,1,0,747.411743
2,1,0,747.0192
2,1,0,746.862244
2,1,0,746.3127
2,1,0,745.7631
2,1,0,745.2921
2,1,0,744.742554
2,1,0,744.5463
2,1,0,744.114563
2,1,0,743.682739
2,1,0,743.211731
2,1,0,742.8977
2,1,0,742.5052
2,1,0,741.7201
2,1,0,741.3668
2,1,0,740.8958
2,1,0,740.6995
2,1,0,740.2285
2,1,0,739.4435
2,1,0,738.7369
2,1,0,737.7163
2,1,0,737.480835
2,1,0,736.264
2,1,0,735.400452
2,1,0,734.4191
2,1,0,733.555542
2,1,0,732.6527
2,1,0,731.749939
2,1,0,731.2396
2,1,0,730.4546
2,1,0,730.1798
2,1,0,729.237732
2,1,0,728.805969
2,1,0,728.5312
2,1,0,728.295654
2,1,0,728.1387
2,1,0,727.746155
2,1,0,727.4321
2,1,0,727.078857
2,1,0,726.764832
2,1,0,726.333
2,1,0,726.1368
2,1,0,725.979736
2,1,0,725.901245
2,1,0,725.7835
2,1,0,725.744263
2,1,0,725.155457
2,1,0,724.5274
2,1,0,724.2134
2,1,0,723.820862
2,1,0,723.428345
2,1,0,723.232056
2,1,0,722.8003
2,1,0,721.8582
2,1,0,720.837646
2,1,0,719.2283
2,1,0,718.3255
2,1,0,717.4619
2,1,0,716.5591
2,1,0,715.5385
2,1,0,714.596436
2,1,0,714.0077
2,1,0,713.5366
2,1,0,712.9871
2,1,0,713.1441
2,1,0,713.18335
2,1,0,713.026367
2,1,0,712.8301
2,1,0,712.790833
2,1,0,712.7516
2,1,0,712.5553
2,1,0,712.123535
2,1,0,711.731
2,1,0,710.9852
2,1,0,710.867432
2,1,0,710.435669
2,1,0,710.1609
2,1,0,709.846863
2,1,0,709.4936
2,1,0,708.983337
2,1,0,708.31604
2,1,0,708.0805
2,1,0,707.452454
2,1,0,706.9029
2,1,0,706.8244
2,1,0,706.706665
2,1,0,706.4711
2,1,0,706.3534
2,1,0,705.8431
2,1,0,705.725342
2,1,0,704.901
2,1,0,703.7627
2,1,0,703.0169
2,1,0,702.4281
2,1,0,701.721558
2,1,0,700.8187
2,1,0,700.386963
2,1,0,699.9552
2,1,0,699.248657
2,1,0,698.8561
2,1,0,699.209351
2,1,0,698.659851
2,1,0,698.659851
2,1,0,698.2281
2,1,0,698.0318
2,1,0,697.482239
2,1,0,696.8935
2,1,0,696.5009
2,1,0,696.2262
2,1,0,695.5589
2,1,0,695.0486
2,1,0,694.9701
2,1,0,694.3813
2,1,0,694.145752
2,1,0,693.399963
2,1,0,692.7719
2,1,0,692.14386
2,1,0,691.5551
2,1,0,690.613037
2,1,0,689.94574
2,1,0,689.0429
2,1,0,688.414856
2,1,0,687.865356
2,1,0,687.041
2,1,0,686.491455
2,1,0,686.020447
2,1,0,685.274658
2,1,0,684.3326
2,1,0,684.1756
2,1,0,684.0578
2,1,0,683.940063
2,1,0,683.547546
2,1,0,683.351257
2,1,0,682.9195
2,1,0,682.7232
2,1,0,682.4092
2,1,0,681.9382
2,1,0,681.545654
2,1,0,681.1924
2,1,0,680.6428
2,1,0,680.1718
2,1,0,680.132568
2,1,0,679.583
2,1,0,679.0727
2,1,0,678.9157
2,1,0,678.9157
2,1,0,679.033447
2,1,0,678.9942
2,1,0,678.5232
2,1,0,677.895142
2,1,0,677.227844
2,1,0,676.8746
2,1,0,676.2465
2,1,0,675.500732
2,1,0,674.9904
2,1,0,673.6166
2,1,0,672.831543
2,1,0,671.811
2,1,0,670.8689
2,1,0,669.8091
2,1,0,669.063232
2,1,0,668.6707
2,1,0,668.1997
2,1,0,668.042664
2,1,0,667.6109
2,1,0,667.2184
2,1,0,666.9436
2,1,0,666.7474
2,1,0,666.5511
2,1,0,666.2763
2,1,0,666.0408
2,1,0,665.6875
2,1,0,665.3735
2,1,0,665.295
2,1,0,664.9417
2,1,0,664.980957
2,1,0,664.3922
2,1,0,663.8819
2,1,0,662.9398
2,1,0,662.782837
2,1,0,662.194031
2,1,0,661.448242
2,1,0,661.2127
2,1,0,660.4277
2,1,0,660.0744
2,1,0,659.6426
2,1,0,659.250061
2,1,0,659.053833
2,1,0,658.9753
2,1,0,658.857544
2,1,0,658.582764
2,1,0,658.582764
2,1,0,658.8183
2,1,0,658.4258
2,1,0,657.7977
2,1,0,656.8164
2,1,0,655.717346
2,1,0,655.2463
2,1,0,654.6575
2,1,0,654.3435
2,1,0,654.0687
2,1,0,653.3622
2,1,0,652.537842
2,1,0,651.8313
2,1,0,651.164
2,1,0,650.8107
2,1,0,650.614441
2,1,0,649.790161
2,1,0,649.3584
2,1,0,648.4163
2,1,0,647.7098
2,1,0,647.199463
2,1,0,646.806946
2,1,0,646.649963
2,1,0,646.6892
2,1,0,646.4537
2,1,0,646.1004
2,1,0,646.061157
2,1,0,645.472351
2,1,0,644.9228
2,1,0,644.0985
2,1,0,643.5882
2,1,0,642.9209
2,1,0,642.489136
2,1,0,642.410645
2,1,0,641.9003
2,1,0,641.233032
2,1,0,640.997559
2,1,0,641.233032
2,1,0,641.3116
2,1,0,640.5265
2,1,0,639.741455
2,1,0,639.4274
2,1,0,638.760132
2,1,0,638.0536
2,1,0,637.229248
2,1,0,636.4442
2,1,0,635.5414
2,1,0,635.148865
2,1,0,634.8741
2,1,0,634.4423
2,1,0,633.932068
2,1,0,633.696533
2,1,0,633.5788
2,1,0,633.2648
2,1,0,632.99
2,1,0,632.5975
2,1,0,632.558167
2,1,0,632.008667
2,1,0,631.2236
2,1,0,630.9096
2,1,0,630.517
2,1,0,630.203
2,1,0,629.4572
2,1,0,629.182434
2,1,0,628.279663
2,1,0,627.5731
2,1,0,627.0628
2,1,0,627.0628
2,1,0,626.631042
2,1,0,626.003
2,1,0,625.8067
2,1,0,624.9432
2,1,0,624.236633
2,1,0,623.6871
2,1,0,623.4908
2,1,0,623.1375
2,1,0,622.548767
2,1,0,622.1955
2,1,0,621.567444
2,1,0,621.371155
2,1,0,620.9394
2,1,0,620.625366
2,1,0,620.389832
2,1,0,620.03656
2,1,0,619.5263
2,1,0,619.173035
2,1,0,619.1337
2,1,0,618.8197
2,1,0,618.466431
2,1,0,617.6814
2,1,0,617.642151
2,1,0,617.053345
2,1,0,616.7393
2,1,0,616.3468
2,1,0,615.758
2,1,0,615.5225
2,1,0,614.8945
2,1,0,614.462646
2,1,0,613.991638
2,1,0,613.7561
2,1,0,612.971069
2,1,0,612.6178
2,1,0,611.7542
2,1,0,611.40094
2,1,0,611.165466
2,1,0,609.8701
2,1,0,609.595337
2,1,0,609.242065
2,1,0,608.8888
2,1,0,608.1037
2,1,0,607.789734
2,1,0,607.397156
2,1,0,606.455139
2,1,0,606.5336
2,1,0,606.25885
2,1,0,605.513062
2,1,0,605.1598
2,1,0,604.571
2,1,0,603.9037
2,1,0,603.118652
2,1,0,602.4906
2,1,0,601.3915
2,1,0,600.9597
2,1,0,600.802734
2,1,0,600.0569
2,1,0,599.350342
2,1,0,599.0363
2,1,0,598.2513
2,1,0,597.858765
2,1,0,597.6232
2,1,0,597.427
2,1,0,596.877441
2,1,0,596.6419
2,1,0,596.406433
2,1,0,595.8961
2,1,0,595.8961
2,1,0,595.464355
2,1,0,594.7578
2,1,0,594.64
2,1,0,594.483032
2,1,0,594.326
2,1,0,594.67926
2,1,0,594.129761
2,1,0,594.2475
2,1,0,593.384
2,1,0,592.795166
2,1,0,592.363342
2,1,0,591.5783
2,1,0,590.9895
2,1,0,590.2437
2,1,0,589.733459
2,1,0,589.223145
2,1,0,588.8306
2,1,0,588.2026
2,1,0,587.653
2,1,0,587.0643
2,1,0,586.5932
2,1,0,586.5932
2,1,0,586.082947
2,1,0,585.4549
2,1,0,585.4549
2,1,0,584.748352
2,1,0,584.4736
2,1,0,584.0418
2,1,0,583.1782
2,1,0,582.5502
2,1,0,582.157654
2,1,0,581.3334
2,1,0,581.1371
2,1,0,580.7838
2,1,0,579.841736
2,1,0,579.3315
2,1,0,578.350159
2,1,0,577.761353
2,1,0,577.4473
2,1,0,576.78
2,1,0,575.8772
2,1,0,575.4847
2,1,0,574.8566
2,1,0,574.621155
2,1,0,574.621155
2,1,0,574.2286
2,1,0,574.1501
2,1,0,573.83606
2,1,0,573.83606
2,1,0,574.11084
2,1,0,572.697754
2,1,0,572.1482
2,1,0,571.1276
2,1,0,570.774353
2,1,0,570.185547
2,1,0,570.028564
2,1,0,569.361267
2,1,0,569.125732
2,1,0,568.9295
2,1,0,568.3407
2,1,0,568.1444
2,1,0,567.6734
2,1,0,567.2809
2,1,0,566.966858
2,1,0,566.1033
2,1,0,566.064
2,1,0,565.318237
2,1,0,564.8864
2,1,0,564.9257
2,1,0,564.2584
2,1,0,564.062134
2,1,0,563.4733
2,1,0,563.4733
2,1,0,563.041565
2,1,0,562.6883
2,1,0,562.060242
2,1,0,561.785461
2,1,0,560.7649
2,1,0,560.4901
2,1,0,559.979858
2,1,0,560.0976
2,1,0,559.587341
2,1,0,559.783569
2,1,0,558.8415
2,1,0,558.527466
2,1,0,557.7817
2,1,0,557.66394
2,1,0,556.7611
2,1,0,555.5443
2,1,0,555.269531
2,1,0,555.1125
2,1,0,554.9555
2,1,0,554.248962
2,1,0,553.738647
2,1,0,553.07135
2,1,0,552.8751
2,1,0,552.1685
2,1,0,551.5405
2,1,0,551.5012
2,1,0,551.344238
2,1,0,550.9125
2,1,0,550.402161
2,1,0,550.59845
2,1,0,550.7947
2,1,0,550.4414
2,1,0,550.402161
2,1,0,549.734863
2,1,0,549.5779
2,1,0,549.342346
2,1,0,548.5573
2,1,0,548.361
2,1,0,547.6545
2,1,0,547.0264
2,1,0,546.9872
2,1,0,546.2414
2,1,0,546.202148
2,1,0,545.7311
2,1,0,545.8881
2,1,0,545.4956
2,1,0,544.946045
2,1,0,544.1217
2,1,0,543.3367
2,1,0,542.944153
2,1,0,542.1198
2,1,0,541.374
2,1,0,540.589
2,1,0,540.2357
2,1,0,540.0002
2,1,0,539.372131
2,1,0,539.4507
2,1,0,538.8619
2,1,0,538.5871
2,1,0,538.430054
2,1,0,537.684265
2,1,0,537.0562
2,1,0,536.3104
2,1,0,535.4469
2,1,0,534.897339
2,1,0,533.916
2,1,0,533.484253
2,1,0,532.3459
2,1,0,531.8749
2,1,0,530.9328
2,1,0,530.697266
2,1,0,530.344
2,1,0,529.5197
2,1,0,529.4412
2,1,0,528.6169
2,1,0,528.224365
2,1,0,527.753357
2,1,0,527.164551
2,1,0,526.418762
2,1,0,526.458
2,1,0,526.2225
2,1,0,526.2617
2,1,0,526.104736
2,1,0,525.5159
2,1,0,525.0056
2,1,0,524.4169
2,1,0,524.0636
2,1,0,523.043
2,1,0,522.886
2,1,0,522.3364
2,1,0,521.4729
2,1,0,520.92334
2,1,0,520.9626
2,1,0,520.2168
2,1,0,519.8243
2,1,0,519.039246
2,1,0,518.764465
2,1,0,517.8224
2,1,0,517.5476
2,1,0,517.1551
2,1,0,516.8803
2,1,0,516.6841
2,1,0,516.9588
2,1,0,516.6055
2,1,0,516.2915
2,1,0,515.702759
2,1,0,515.3102
2,1,0,515.0747
2,1,0,514.4074
2,1,0,513.93634
2,1,0,513.3083
2,1,0,513.112061
2,1,0,512.955
2,1,0,512.484
2,1,0,512.17
2,1,0,512.3663
2,1,0,512.130737
2,1,0,511.5812
2,1,0,511.384918
2,1,0,510.9139
2,1,0,510.7569
2,1,0,509.971832
2,1,0,509.5793
2,1,0,508.51947
2,1,0,508.440979
2,1,0,508.048462
2,1,0,507.9307
2,1,0,507.577423
2,1,0,507.3419
2,1,0,507.184875
2,1,0,506.635345
2,1,0,506.4391
2,1,0,505.418518
2,1,0,505.379272
2,1,0,504.5942
2,1,0,504.044678
2,1,0,503.612885
2,1,0,502.749329
2,1,0,502.2783
2,1,0,500.982941
2,1,0,500.7082
2,1,0,500.551178
2,1,0,500.315643
2,1,0,500.354919
2,1,0,499.923126
2,1,0,499.569855
2,0,0,499.491333
2,0,0,498.353027
2,0,0,497.803467
2,0,0,496.743652
2,0,0.017294943,496.233368
2,0,0.116260447,495.762329
2,0,0.332447231,495.016541
2,0,0.6680972,494.506256
2,0,1.15812063,494.309967
2,2,1.83070171,494.270721
2,2,2.41937017,494.506256
2,2,3.004836,494.1137
2,2,3.43753,494.309967
2,2,3.76357174,494.270721
2,2,3.96662712,494.074463
2,2,4.10883,493.7212
2,2,4.202671,493.328674
2,2,4.258079,493.171661
2,2,4.30259752,493.524933
2,2,4.30259752,493.2894
2,2,4.30259752,493.760437
2,2,4.315408,493.838959
2,2,4.316049,493.7212
2,2,4.316049,494.309967
2,2,4.316049,494.427734
2,2,4.314768,495.173553
2,2,4.314768,495.2128
2,2,4.320533,494.820282
2,2,4.320533,495.173553
2,2,4.320533,495.016541
2,2,4.320533,494.859528
2,2,4.313807,494.898773
2,2,4.313807,494.781
2,2,4.313807,495.4483
2,2,4.30932331,495.3698
2,2,4.30932331,496.429626
2,2,4.30964327,496.7829
2,2,4.312846,497.999756
2,2,4.312846,498.745544
2,2,4.312846,499.020325
2,2,4.31572866,499.7661
2,2,4.31765032,500.590424
2,2,4.321173,501.296967
2,2,4.321173,501.571747
2,2,4.321173,503.0241
2,2,4.318611,503.3381
2,2,4.31733,504.4372
2,2,4.321814,505.02597
2,2,4.3304615,505.2615
2,2,4.33846855,505.614777
2,2,4.35127926,505.7718
2,2,4.36889458,506.556854
2,2,4.376581,506.4391
2,2,4.38458824,506.556854
2,2,4.389072,506.7531
2,2,4.389072,506.792358
2,2,4.389072,507.381165
2,2,4.38138533,507.381165
2,2,4.379784,508.0092
